Prefix,Vessel Name,Engine serial no,Engine Brand,Engine model,Status,Non Conclusive Follow Up,Engine shaft power,Engine Type,Engine Mounting,Engine Fuel Used,GT,Length,Breadth,Depth,Dead Weight,Year Built,Owner Name
SP,TSS 2,P 01Z25393,CATERPILLAR,,"Up to B100, dealer consultation required",,195, ,Inboard,Diesel,13,11.6,3.9,1.8,,1992,TIAN SAN SHIPPING PTE LTD
SP,TSS 3,P:01Z25400,CATERPILLAR,,"Up to B100, dealer consultation required",,195, ,Inboard,Diesel,13,11.6,3.9,1.8,,1992,TIAN SAN SHIPPING PTE LTD
SP,TSS 34,P:46213194,CUMMINS,,Up to B20,,190, ,Inboard,Diesel,21,11.5,4.2,2.2,,2002,TIAN SAN SHIPPING PTE LTD
SP,TSS 35,P:46213306,CUMMINS,,Up to B20,,190, ,Inboard,Diesel,21,11.5,4.2,2.2,,2002,TIAN SAN SHIPPING PTE LTD
SP,TSS 36,P:46213366,CUMMINS,,Up to B20,,190,Motor,Inboard,Diesel,21,11.5,4.2,2.2,,2002,TIAN SAN SHIPPING PTE LTD
SP,TSS 4,01Z26701,CATERPILLAR,,"Up to B100, dealer consultation required",,195, ,Inboard,Diesel,13,11.6,3.9,1.8,,1994,TIAN SAN SHIPPING PTE LTD
SP,TSS 5,P;01Z29812,CATERPILLAR,,"Up to B100, dealer consultation required",,175, ,Inboard,Diesel,13,11.6,3.9,1.8,,1996,TIAN SAN SHIPPING PTE LTD
SP,TSS 51,T2P01353,CATERPILLAR,,"Up to B100, dealer consultation required",,357, ,Inboard,Diesel,34,14.6,4.8,2.2,,2011,TIAN SAN SHIPPING PTE LTD
SP,TSS 55,T2P01358,CATERPILLAR,,"Up to B100, dealer consultation required",,357, ,Inboard,Diesel,34,14.6,4.8,2.2,,2011,TIAN SAN SHIPPING PTE LTD
,TSS MARINE 1,1214F032034,WEI CHAI,,Up to B30,,207,Motor,Inboard,Diesel,21,11.8,3.8,1.6,,2014,TIAN SAN SHIPPING PTE LTD
,TSS MARINE 2,1214F032035,WEI CHAI,,Up to B30,,207,Motor,Inboard,Diesel,21,11.8,3.8,1.6,,2014,TIAN SAN SHIPPING PTE LTD
SR,TT 40,,,,,Not Conclusive,,,,,218,26.4,12.7,2.3,,1984,PANDAN SHIPYARD PTE LTD
SR,TUAS 1,,,,,Not Conclusive,,,,,541,42,15.2,3,,1994,ST ENGINEERING MARINE LTD
SR,TUAS 2,,,,,Not Conclusive,,,,,1252,46,24,4,,1996,ST ENGINEERING MARINE LTD
SR,TUAS 3,,,,,Not Conclusive,,,,,1762,73.1,21.3,4.2,,2012,ST ENGINEERING MARINE LTD
SC,TWINKLE,1160414,SCANIA,SCANIA,,Not Conclusive,588, ,Inboard,Diesel,36,14.4,5.2,2.2,,2001,HONG LAM MARINE PTE LTD
SC,TWM 53 230,,,,,Not Conclusive,,,,,1475,67.3,19.5,4.2,,2013,TIONG WOON MARINE PTE LTD
SC,U ONE,,,,,Not Conclusive,,,,,268,35.2,12.2,2.5,,2009,U MARINE AND TRADING PTE LTD
SP,UBIN 3,1220L00986,WEI CHAI,WD10C,Up to B30,,190,Motor,Inboard,Diesel,35,14.5,4.2,2,,2019,YORK LAUNCH SERVICE PTE LTD
,UNI SUPPLY 1,1414F047004,WEI CHAI,WP12C350,Up to B30,,258,Motor,Inboard,Diesel,397,36.6,10,4,507,2014,SINGFAR LOGISTICS PTE LTD
SR,UNIDIVE 11,P:37243536,CUMMINS,,Up to B20,,447, ,Inboard,Diesel,87,20.7,5.5,2.7,,2009,UNIDIVE SUBSEA PTE LTD
SR,UNIDIVE 8,KJ340620,HYUNDAI,H380,,Not Conclusive,280, ,Inboard,Diesel,27,15.9,4.9,1.2,,1997,UNIDIVE SUBSEA PTE LTD
SR,UNIDIVE 9,39559,MITSUBISHI,,Up to B30,,372, ,Inboard,Diesel,27,15.9,4.9,1.2,,1993,UNIDIVE SUBSEA PTE LTD
,UNIDIVE HAMIDA KHATUN,D343TA,CATERPILLAR,,"Up to B100, dealer consultation required",,258, ,Inboard,Diesel,33,14.5,4.2,1.9,,1994,SERVE MARINE ENGINEERING PTE LTD
ST,UNIGO 11,100601066,CUMMINS,NTA855 M350,Up to B20,,261, ,Inboard,Diesel,42,14.6,4.8,2.1,,1993,UNIGO PTE LTD
ST,UNIGO 12,2008082606,CATERPILLAR,,"Up to B100, dealer consultation required",,447, ,Inboard,Diesel,35,14.6,4.2,2,,1991,UNIGO PTE LTD
ST,UNIGO 15,41113128,CUMMINS,,Up to B20,,261, ,Inboard,Diesel,48,15,5.1,2.2,,2006,UNIGO PTE LTD
ST,UNIGO 3,41014076,CUMMINS,,Up to B20,,261, ,Inboard,Diesel,27,13.8,4,1.7,,1978,UNIGO PTE LTD
ST,UNIGO 5,P: 41075121,CUMMINS,,Up to B20,,325,Motor,Inboard,Diesel,31,13.2,4.5,1.8,,1985,UNIGO PTE LTD
ST,UNIGO 7,41088477,CUMMINS,,Up to B20,,261, ,Inboard,Diesel,23,13.7,3.7,1.6,,1975,UNIGO PTE LTD
ST,UNIGO 8,30331532,CUMMINS,,Up to B20,,300,Motor,Inboard,Diesel,35,14.4,4.1,2.1,,1991,UNIGO PTE LTD
ST,UNIGO 9,11896097,CUMMINS,,Up to B20,,261, ,Inboard,Diesel,33,14.2,4.1,2,,1983,UNIGO PTE LTD
SB,UNITY,P:41060179,CUMMINS,,Up to B20,,407, ,Inboard,Diesel,499,40.2,10.8,4,599,2004,SINO INT&#39;L SHPG PTE LTD
SR,UPL UNITY,,,,,Not Conclusive,,,,,262,35.2,12.2,2.5,,2008,INNOVA ENGINEERING PTE LTD
SR,UWCON,900207,DOOSAN,,,Not Conclusive,336, ,Inboard,Diesel,55,19.2,5.3,1.9,,2009,SGS SINGAPORE DIVING PTE LTD
SR,UWCON CLEAN,16VA15494,GM,16V -71N,,Not Conclusive,,358,Motor,Inboard,237,25,10.8,3.1,,1978,HYDROV SINGAPORE PTE. LTD.
SR,UWCON FAST,41670738,CUMMINS,,Up to B20,,186, ,Inboard,Diesel,48,17.8,4.5,2.1,,2013,SGS SINGAPORE DIVING PTE LTD
SR,UWCON SWIFT,41150190,CUMMINS,,Up to B20,,474,Motor,Inboard,Diesel,92,22.4,6.4,1.8,,2015,SGS SINGAPORE DIVING PTE LTD
SB,VALIANT,P:41086421,CUMMINS,,Up to B20,,477, ,Inboard,Diesel,499,40.2,10.8,4,599,2007,SEVEN SEAS OIL TRADING PTE LTD
SB,VALIANT III,41126000,CUMMINS,,Up to B20,,447, ,Inboard,Diesel,942,50.7,12,5.2,1315,2010,SINO TANKERS PTE LTD
SB,VANDA ADVENTURE,813930814,MAN,,Up to B30,,2940, ,Inboard,Diesel,5034,94.4,18,10,6988,2008,SPC SHIPPING PTE LTD
SB,VANDA SUCCESS,6L28/32A,MAN,,Up to B30,,2940, ,Inboard,Diesel,5034,94.4,18,10,7008,2008,SPC SHIPPING PTE LTD
,VELA,12VA24260,Detroit Diesel,12V71,,Not Conclusive,385,Motor,Inboard,Diesel,243,31,7.7,3.6,,1990,FISK TECH PTE LTD
SB,VENUS,41164229,CUMMINS,K19-DM,Up to B20,,410,Motor,Inboard,Diesel,4374,88.3,17.5,9,6985,2011,VENUS M SHIPPING PTE LTD
SC,VICTORIA EXPRESS,1417E056932,WEI CHAI,,Up to B30,,330,Motor,Inboard,Diesel,25,14.5,4,1.5,,2017,LES STAR PTE LTD
,VISION 201,,,,,Not Conclusive,,,,,1799,73.2,22,4.6,,2015,ENG LEE SHIPPING CO PTE LTD
,VISION 202,,,,,Not Conclusive,,,,,1799,73.2,22,4.6,,2016,ENG LEE SHIPPING CO PTE LTD
ST,VISION 222,20180467,JINAN DIESEL,6190 ZL,,Not Conclusive,450,Motor,Inboard,Diesel,139,21.8,7.4,2.9,,2018,ENG LEE SHIPPING CO PTE LTD
,VISION 223,G6190ZLC1-01,JICHAI,,,Not Conclusive,270,Motor,Inboard,Diesel,191,24.4,8,3.7,,2022,ENG LEE SHIPPING CO PTE LTD
,VISION 225,20190373,JINAN DIESEL,6190 ZLC,,Not Conclusive,540,Motor,Inboard,Diesel,191,24.4,8,3.7,,2019,ENG LEE SHIPPING CO PTE LTD
,VISION 227,20190375,JINAN DIESEL,6190 ZLC,,Not Conclusive,540,Motor,Inboard,Diesel,191,24.4,8,3.7,,2019,ENG LEE SHIPPING CO PTE LTD
ST,VISION 228,20180469,JINAN DIESEL,6190 ZL,,Not Conclusive,450,Motor,Inboard,Diesel,139,21.8,7.4,2.9,,2018,ENG LEE SHIPPING CO PTE LTD
